#Feature ID,Domain,Phylum ,Class,Order,Family,Genus,Species,Strain
b3bd983adc1a1247e935f10d16b1f64d,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,,,b3bd983adc1a1247e935f10d16b1f64d
d40634df61c06d4599cf8ed508a8f210,Bacteria,Planctomycetes,OM190,,,,,d40634df61c06d4599cf8ed508a8f210
fd496fd32dc8c08ade2e8b6c9d8ee13d,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus TH1435,fd496fd32dc8c08ade2e8b6c9d8ee13d
ffd660f96ba6668b2d8d86fc4e150862,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS 17,,,ffd660f96ba6668b2d8d86fc4e150862
edd3b6fffacf1c7dd116a9f09b4d31fd,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,uncultured Roseiflexus sp.,edd3b6fffacf1c7dd116a9f09b4d31fd
323e559473b0f1ae7b6c063c047e4e64,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,microbial mat metagenome,323e559473b0f1ae7b6c063c047e4e64
e76e73dc0167eaad9acd3336d3a6fe57,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,,,e76e73dc0167eaad9acd3336d3a6fe57
97630a2abb1068d9d3d429737b01dcea,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,,,97630a2abb1068d9d3d429737b01dcea
0e542bd2e9ce9817fb1d6fdcf877c98d,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,,,0e542bd2e9ce9817fb1d6fdcf877c98d
b0d5ccdfbc1480e2c3b61f14820a33ca,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,uncultured bacterium,b0d5ccdfbc1480e2c3b61f14820a33ca
e8b7e21e5fb02a72d7b37753ff87c034,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,,e8b7e21e5fb02a72d7b37753ff87c034
1d3d2c125c26983a823b094c80181325,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,,1d3d2c125c26983a823b094c80181325
3b0cde9732094b4093f336fd2c828813,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,,3b0cde9732094b4093f336fd2c828813
052dd561e37945df6d2cdb6e1785b04a,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,052dd561e37945df6d2cdb6e1785b04a
94b6c67df39b422cd0bad46231c064ac,Bacteria,Proteobacteria,Gammaproteobacteria,OM182 clade,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,94b6c67df39b422cd0bad46231c064ac
710dab4db94586d934436dc307f766c9,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,710dab4db94586d934436dc307f766c9
b0212c1c7e24969be228446d38397333,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,uncultured,,b0212c1c7e24969be228446d38397333
448ef3635f709dd9b30452381bb96a27,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Caldalkalibacillus,Ambiguous_taxa,448ef3635f709dd9b30452381bb96a27
42e1e05829e59f225d531ecfe2a16a4f,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,,,,42e1e05829e59f225d531ecfe2a16a4f
f38674716d5bc5fd72d00bd2d492d1cf,Bacteria,Rokubacteria,NC10,Rokubacteriales,,,,f38674716d5bc5fd72d00bd2d492d1cf
65d4a29988b0465fa9ee8685ba0582db,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,SH-PL14,,65d4a29988b0465fa9ee8685ba0582db
59a4a1cac97a77d928e42ceef7282892,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307,,59a4a1cac97a77d928e42ceef7282892
740d9b2ea5713119fec5849936b9128b,Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Ferrovibrio,Ambiguous_taxa,740d9b2ea5713119fec5849936b9128b
385a1bda261c9089110e15b5468dea2b,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,OM43 clade,marine metagenome,385a1bda261c9089110e15b5468dea2b
3d2961d34551d101a985e74adfc1e128,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Phreatobacter,Ambiguous_taxa,3d2961d34551d101a985e74adfc1e128
a28c44abb489fdf07a4292227a455b60,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,a28c44abb489fdf07a4292227a455b60
486452de61912c3cb9459126b57b31b7,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,uncultured,,486452de61912c3cb9459126b57b31b7
095e5f99f51026e841d24a01ba05564f,Bacteria,Planctomycetes,vadinHA49,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,095e5f99f51026e841d24a01ba05564f
107273e73071282e4d0f4a0b46548da5,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas eucrenophila,107273e73071282e4d0f4a0b46548da5
80cf3671dca96255c21479ca4af3ca12,Bacteria,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,uncultured Epsilonproteobacteria bacterium,80cf3671dca96255c21479ca4af3ca12
3a84a2929aea404462b395d009df3133,Bacteria,Planctomycetes,OM190,uncultured planctomycete,uncultured planctomycete,uncultured planctomycete,uncultured planctomycete,3a84a2929aea404462b395d009df3133
4f3da359187d2df21d542ae6d0748757,Bacteria,,,,,,,4f3da359187d2df21d542ae6d0748757
343e41aab8029107a2e44dd715cded99,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Isochrysis sp. SAG 927-2,Isochrysis sp. SAG 927-2,Isochrysis sp. SAG 927-2,343e41aab8029107a2e44dd715cded99
2bff9d064192234b5ee919c9ed5c39cb,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Schlesneriaceae,Planctopirus,,2bff9d064192234b5ee919c9ed5c39cb
7947afcc70ea7fcb5b6a4f171b5e5749,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,,7947afcc70ea7fcb5b6a4f171b5e5749
9c5f59625c6af3ff139204684caeb156,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,uncultured,,9c5f59625c6af3ff139204684caeb156
059d10674627ed943fb0a8a151fead23,Bacteria,Proteobacteria,Gammaproteobacteria,R7C24,,,,059d10674627ed943fb0a8a151fead23
7580ff42ec296410fd9b751933c26164,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,,7580ff42ec296410fd9b751933c26164
fc85fb11b3e137d36ce17c34ae20d479,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,,,fc85fb11b3e137d36ce17c34ae20d479
33036d95db3cb15dfa681dbd231b7213,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,,,33036d95db3cb15dfa681dbd231b7213
a56d5494d3cef8dabe0951f3f3391431,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Epipyxis sp. PR26KG,Epipyxis sp. PR26KG,Epipyxis sp. PR26KG,a56d5494d3cef8dabe0951f3f3391431
4991ef59335e1c322d13a96a5f0589f3,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Schlesneriaceae,Schlesneria,uncultured bacterium,4991ef59335e1c322d13a96a5f0589f3
47a9d10e32ffbceb163e240b65825d7e,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,47a9d10e32ffbceb163e240b65825d7e
f316de4702f1ed720ecd34f9dcc9227c,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Mucispirillum,Mucispirillum schaedleri,f316de4702f1ed720ecd34f9dcc9227c
9457d649249103ad56f0de7621215141,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,,9457d649249103ad56f0de7621215141
acc9603a819dc23a606ac6c1b9105b6d,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,,,acc9603a819dc23a606ac6c1b9105b6d
b2bb30b74779c4f4e86aed4a22ae2fe2,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,,b2bb30b74779c4f4e86aed4a22ae2fe2
fce00484418365a7e9e270aa98536d27,Bacteria,Spirochaetes,Leptospirae,Leptospirales,Leptospiraceae,RBG-16-49-21,,fce00484418365a7e9e270aa98536d27
19e6edde9f8ea56d508870920afca281,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,,,19e6edde9f8ea56d508870920afca281
95efb59f72e35c32a16a15244d1b1139,Bacteria,Bacteroidetes,Bacteroidia,,,,,95efb59f72e35c32a16a15244d1b1139
bc74a3df7b8ef9e965f2303c99fd4037,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,,,bc74a3df7b8ef9e965f2303c99fd4037
c23bb06833528f184b901a2cd491e464,Bacteria,Bacteroidetes,Bacteroidia,,,,,c23bb06833528f184b901a2cd491e464
c56ae4705fd5cf31ed0b25fa86e22ed6,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,c56ae4705fd5cf31ed0b25fa86e22ed6
dada98173a9d0b48e30800dbf3e16628,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Flectobacillus,,dada98173a9d0b48e30800dbf3e16628
7b0271154b8bcd661b44fb3e48da8636,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,,7b0271154b8bcd661b44fb3e48da8636
a7d9ac24cf597a17e98e400931d90089,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,,a7d9ac24cf597a17e98e400931d90089
81703e7ea9070f5db356c359ddd4731e,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,,,81703e7ea9070f5db356c359ddd4731e
dd1a4903a8f2dcadb2d8514a61adb7b8,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,,,dd1a4903a8f2dcadb2d8514a61adb7b8
e234c0d07b0652afe259ec8b7d551ecb,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,metagenome,metagenome,e234c0d07b0652afe259ec8b7d551ecb
1fa42aed58e13121d915ab9f79994959,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,,,,1fa42aed58e13121d915ab9f79994959
5cd507703e9fc34f04012aadac541c31,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,,5cd507703e9fc34f04012aadac541c31
c454a1f3380b1ddd6d5497ea28a26b0b,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,c454a1f3380b1ddd6d5497ea28a26b0b
9ba8d46d0669c029c17810f631f509ea,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,9ba8d46d0669c029c17810f631f509ea
7e777c0f972309bbe9f7781b653b0662,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,,,7e777c0f972309bbe9f7781b653b0662
eff2554ceef01ce4632ef573a623f065,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,,eff2554ceef01ce4632ef573a623f065
8f53b2632f74920e4fbf8cb429627b24,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,,8f53b2632f74920e4fbf8cb429627b24
04253dc647212621bdee61fd8d9ea5bd,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,04253dc647212621bdee61fd8d9ea5bd
f6c23d47fbf1f56fafaab12b147026ed,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,f6c23d47fbf1f56fafaab12b147026ed
0893f5bbbc8d21217aa590338706fe49,Bacteria,Planctomycetes,OM190,,,,,0893f5bbbc8d21217aa590338706fe49
3501d03f4da902cab194448b80dbcb86,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,,3501d03f4da902cab194448b80dbcb86
68ebe5113cf8a40a8f7c26059627e786,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,68ebe5113cf8a40a8f7c26059627e786
07a99e7918bef0410508a6e192b70474,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Aliicoccus,,07a99e7918bef0410508a6e192b70474
fb5e7c37417f293264c320d08483a733,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,fb5e7c37417f293264c320d08483a733
2956b017865cff0f02d0fd06888af917,Bacteria,,,,,,,2956b017865cff0f02d0fd06888af917
6bd4d5b61cc05486913af0cc23381e54,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,,6bd4d5b61cc05486913af0cc23381e54
b601b2ea2b069de7516ec6135c79ee29,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium 1,,b601b2ea2b069de7516ec6135c79ee29
b6671fbc0a1cd8ab22083eae3938666a,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Isochrysis sp. SAG 927-2,Isochrysis sp. SAG 927-2,Isochrysis sp. SAG 927-2,b6671fbc0a1cd8ab22083eae3938666a
d391582e27329b0ca8a006738a29c181,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,,,d391582e27329b0ca8a006738a29c181
315b46d0b5201f95c010255f90960eda,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,,315b46d0b5201f95c010255f90960eda
a60f0b4bc20e5a162b45b3d2ed7a0d6c,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,,a60f0b4bc20e5a162b45b3d2ed7a0d6c
a9a516691d10b9beb2649fa7d5782c36,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,,,a9a516691d10b9beb2649fa7d5782c36
8a78040f2f33e70a2a5cd4cc06229eb9,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,,,8a78040f2f33e70a2a5cd4cc06229eb9
d2d01dc861fd4b0a6572489b26e9eb1a,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,,d2d01dc861fd4b0a6572489b26e9eb1a
3eef12286c142030d497dc480cc49332,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,,3eef12286c142030d497dc480cc49332
b0666920e35843f4e7d95e96412530d7,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,,,b0666920e35843f4e7d95e96412530d7
2b1891e2ae6cc99e8415227872225684,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Nevskia,uncultured Nevskia sp.,2b1891e2ae6cc99e8415227872225684
592e7630b2e58f0bcb2a3f9cccb07ceb,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Chitinibacteraceae,Iodobacter,,592e7630b2e58f0bcb2a3f9cccb07ceb
5afc2a9c279a0e72cb96fb88e116f994,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307,,5afc2a9c279a0e72cb96fb88e116f994
d01e487b828ef6bb981e3f43b790d258,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,Crocinitomix sp. 0182,d01e487b828ef6bb981e3f43b790d258
76a2e443105acc53d3461f176f38148c,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,,76a2e443105acc53d3461f176f38148c
123eb5a0b0c94f01e22c265579bd45e0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,123eb5a0b0c94f01e22c265579bd45e0
06bce6cabb0f8adf816389838bd4f00a,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylotenera,,06bce6cabb0f8adf816389838bd4f00a
68f67af70cdf3f708db017f65899cc1d,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,,68f67af70cdf3f708db017f65899cc1d
d0eb4ffa814209609701ce4df8a00f36,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 12,,d0eb4ffa814209609701ce4df8a00f36
e7915e9f27c3326f01f59c36de816fea,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,uncultured bacterium,e7915e9f27c3326f01f59c36de816fea
e5c19d7800b18015f3a917fc015fc42f,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,,e5c19d7800b18015f3a917fc015fc42f
541d3f1cb68766feffcecf33d968a709,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,,541d3f1cb68766feffcecf33d968a709
e7831a959f0040d4cb6ca258a3278970,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,e7831a959f0040d4cb6ca258a3278970
e33c5576113465ae725d3993fc43738e,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,,e33c5576113465ae725d3993fc43738e
80c6438dfd6ca8fa1805d6ce7eb4df50,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured,,80c6438dfd6ca8fa1805d6ce7eb4df50
cc6ff40916dcc46b7af3840e472110e4,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,uncultured bacterium,uncultured bacterium,cc6ff40916dcc46b7af3840e472110e4
ab9afbbc1d2a52db63446be880c9bedd,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,,,,ab9afbbc1d2a52db63446be880c9bedd
4595265dcf431c86827f5bc857fe71df,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,Ambiguous_taxa,,4595265dcf431c86827f5bc857fe71df
6daaa6b7c7dc9582224e92c5d7d47c5d,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,,,,6daaa6b7c7dc9582224e92c5d7d47c5d
c9098d06784a3bfa5003de9905262c41,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,uncultured,,c9098d06784a3bfa5003de9905262c41
1b046c7178f986b55b153317e889b015,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,uncultured,,1b046c7178f986b55b153317e889b015
2afe75da4d5261f2f2d57994aeba8eb4,Bacteria,Marinimicrobia (SAR406 clade),uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,2afe75da4d5261f2f2d57994aeba8eb4
d3243a39a25903b4c9384cae24d5d490,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylotenera,,d3243a39a25903b4c9384cae24d5d490
afc0eeec83a181be740331928d883362,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,,afc0eeec83a181be740331928d883362
025f8d52bf0fe507d3355b96f306b99b,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Runella,,025f8d52bf0fe507d3355b96f306b99b
35809a9f35c5d83b5a3d2cc2e00d2bfd,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,,35809a9f35c5d83b5a3d2cc2e00d2bfd
92c0c75c6858840cbc21744f047e2a02,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,uncultured organism,92c0c75c6858840cbc21744f047e2a02
02d5622700c05baeefbc5241b2c7aece,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,,02d5622700c05baeefbc5241b2c7aece
94059f5c8a6d2e834416e55ad6efba7c,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polynucleobacter,,94059f5c8a6d2e834416e55ad6efba7c
4c82b27b8184422df238ca8f39689792,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,4c82b27b8184422df238ca8f39689792
a000ba79fd20c97353897e25aba15dc8,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Diplosphaera,uncultured bacterium,a000ba79fd20c97353897e25aba15dc8
b32577909d9543911fff91bac5f76dd6,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,uncultured,uncultured Bacteroidetes bacterium,uncultured Bacteroidetes bacterium,b32577909d9543911fff91bac5f76dd6
a5002d4f78f6246f733ccf1e79535bbc,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,uncultured Sphingobacteriia bacterium,uncultured Sphingobacteriia bacterium,a5002d4f78f6246f733ccf1e79535bbc
1a52a935e84aa464ee970d2b5564e385,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,,,1a52a935e84aa464ee970d2b5564e385
98f53519513214e968c569829a1471bb,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,,98f53519513214e968c569829a1471bb
e8dd0d4ce2d6025b33df7b2b7172cc73,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,T34,uncultured beta proteobacterium,uncultured beta proteobacterium,e8dd0d4ce2d6025b33df7b2b7172cc73
40bc287ff23eb4823533048f648b38c4,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Thalassobaculaceae,Thalassobaculum,alpha proteobacterium BAL199,40bc287ff23eb4823533048f648b38c4
f15b29f8cd5dc2b290818ad676b17429,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,uncultured Rhodospirillaceae bacterium,f15b29f8cd5dc2b290818ad676b17429
6831965db189b84d62550d3fc7ac3362,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,,6831965db189b84d62550d3fc7ac3362
6abaf4fc69e5fbd76f35e006662629a4,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,,,6abaf4fc69e5fbd76f35e006662629a4
80fc7bbe04e95d89ee987f5d3bffaece,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,Gemmata,,80fc7bbe04e95d89ee987f5d3bffaece
adfb67f460d65aa8614bed0880411c61,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Ferribacterium,,adfb67f460d65aa8614bed0880411c61
a061e3742febc89b1cb9ecf3d4b6360d,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,metagenome,a061e3742febc89b1cb9ecf3d4b6360d
b52075bad8d5c4ff425d2d37ca52aa24,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,,,b52075bad8d5c4ff425d2d37ca52aa24
0917bdabab3329e420f1706c3d9573c4,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Epipyxis sp. PR26KG,Epipyxis sp. PR26KG,Epipyxis sp. PR26KG,0917bdabab3329e420f1706c3d9573c4
0249eb32e59cced6f8b79e8add943705,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,0249eb32e59cced6f8b79e8add943705
2be63c0b1b9e38feebf050b4d6be84c4,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,,2be63c0b1b9e38feebf050b4d6be84c4
c236a6e8a4d3745922096ceb6b8ad85b,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,FukuN18 freshwater group,,c236a6e8a4d3745922096ceb6b8ad85b
445f98e38592a3e1094e9db4d310c454,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Janthinobacterium,,445f98e38592a3e1094e9db4d310c454
2111b63fe55c7e1e213729c4f3efb783,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,,2111b63fe55c7e1e213729c4f3efb783
24da9965596029aa029721dcd80eb809,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,,,24da9965596029aa029721dcd80eb809
dfa43615dff28049ff3d4d35e1df955d,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,,,dfa43615dff28049ff3d4d35e1df955d
654d0e0f35503e1362f67ff19aec5dfc,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,,,654d0e0f35503e1362f67ff19aec5dfc
d3da04e863c65de75bd1281885dfb07d,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Janthinobacterium,,d3da04e863c65de75bd1281885dfb07d
3bb0bf5132b0f988573de9bd6059b22c,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,3bb0bf5132b0f988573de9bd6059b22c
922d33a2963d3e87a3d4df6b82371235,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,922d33a2963d3e87a3d4df6b82371235
e964aa32d97c77531bfdd89710e77463,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured,,e964aa32d97c77531bfdd89710e77463
0ebdc2e52e35bc62f35833fc9ff0bb90,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Rheinheimera,,0ebdc2e52e35bc62f35833fc9ff0bb90
a0d108f9b87f7d0283898c0cd3a704b8,Bacteria,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,,,a0d108f9b87f7d0283898c0cd3a704b8
7dd273cfe05a5c5e224f299f760201cf,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,7dd273cfe05a5c5e224f299f760201cf
fff345bf78b5dad23ff882f5116df138,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,,,fff345bf78b5dad23ff882f5116df138
06eb32e29df10778b60c49356ef3b5e0,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,[Caedibacter] taeniospiralis group,,06eb32e29df10778b60c49356ef3b5e0
a0bb09fae9e322244745b2b33194e6e1,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,,a0bb09fae9e322244745b2b33194e6e1
2b589c1afa093e3071af66bee720ccb7,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,uncultured,,2b589c1afa093e3071af66bee720ccb7
